0003|add [rbx],al
661336|adc si,[rsi]
661337|adc si,[rdi]
66133b|adc di,[rbx]
66133c24|adc di,[rsp]
66133c2500000000|adc di,[0x0]
66133e|adc di,[rsi]
66133f|adc di,[rdi]
66134500|adc ax,[rbp]
66134d00|adc cx,[rbp]
66135500|adc dx,[rbp]
66135d00|adc bx,[rbp]
66136500|adc sp,[rbp]
66136d00|adc bp,[rbp]
66137500|adc si,[rbp]
66137d00|adc di,[rbp]
661903|sbb [rbx],ax
66190424|sbb [rsp],ax
6619042500000000|sbb [0x0],ax
661906|sbb [rsi],ax
661907|sbb [rdi],ax
66190b|sbb [rbx],cx
66190c24|sbb [rsp],cx
66190c2500000000|sbb [0x0],cx
66190e|sbb [rsi],cx
66190f|sbb [rdi],cx
661913|sbb [rbx],dx
66191424|sbb [rsp],dx
6619142500000000|sbb [0x0],dx
661916|sbb [rsi],dx
661917|sbb [rdi],dx
66191b|sbb [rbx],bx
66191c24|sbb [rsp],bx
66191c2500000000|sbb [0x0],bx
66191e|sbb [rsi],bx
66191f|sbb [rdi],bx
661923|sbb [rbx],sp
66192424|sbb [rsp],sp
6619242500000000|sbb [0x0],sp
661926|sbb [rsi],sp
661927|sbb [rdi],sp
66192b|sbb [rbx],bp
66192c24|sbb [rsp],bp
66192c2500000000|sbb [0x0],bp
66192e|sbb [rsi],bp
66192f|sbb [rdi],bp
661933|sbb [rbx],si
66193424|sbb [rsp],si
6619342500000000|sbb [0x0],si
661936|sbb [rsi],si
661937|sbb [rdi],si
66193b|sbb [rbx],di
66193c24|sbb [rsp],di
66193c2500000000|sbb [0x0],di
66193e|sbb [rsi],di
66193f|sbb [rdi],di
66194500|sbb [rbp],ax
66194d00|sbb [rbp],cx
66195500|sbb [rbp],dx
66195d00|sbb [rbp],bx
66196500|sbb [rbp],sp
66196d00|sbb [rbp],bp
66197500|sbb [rbp],si
66197d00|sbb [rbp],di
6619c0|sbb ax,ax
6619c1|sbb cx,ax
6619c2|sbb dx,ax
6619c3|sbb bx,ax
6619c4|sbb sp,ax
6619c5|sbb bp,ax
6619c6|sbb si,ax
6619c7|sbb di,ax
6619c8|sbb ax,cx
6619c9|sbb cx,cx
6619ca|sbb dx,cx
6619cb|sbb bx,cx
6619cc|sbb sp,cx
6619cd|sbb bp,cx
6619ce|sbb si,cx
6619cf|sbb di,cx
6619d0|sbb ax,dx
6619d1|sbb cx,dx
6619d2|sbb dx,dx
6619d3|sbb bx,dx
6619d4|sbb sp,dx
6619d5|sbb bp,dx
6619d6|sbb si,dx
6619d7|sbb di,dx
6619d8|sbb ax,bx
6619d9|sbb cx,bx
6619da|sbb dx,bx
6619db|sbb bx,bx
6619dc|sbb sp,bx
6619dd|sbb bp,bx
6619de|sbb si,bx
6619df|sbb di,bx
6619e0|sbb ax,sp
6619e1|sbb cx,sp
6619e2|sbb dx,sp
6619e3|sbb bx,sp
6619e4|sbb sp,sp
6619e5|sbb bp,sp
6619e6|sbb si,sp
6619e7|sbb di,sp
6619e8|sbb ax,bp
6619e9|sbb cx,bp
6619ea|sbb dx,bp
6619eb|sbb bx,bp
6619ec|sbb sp,bp
6619ed|sbb bp,bp
6619ee|sbb si,bp
6619ef|sbb di,bp
6619f0|sbb ax,si
6619f1|sbb cx,si
6619f2|sbb dx,si
6619f3|sbb bx,si
6619f4|sbb sp,si
6619f5|sbb bp,si
6619f6|sbb si,si
6619f7|sbb di,si
6619f8|sbb ax,di
6619f9|sbb cx,di
6619fa|sbb dx,di
6619fb|sbb bx,di
6619fc|sbb sp,di
6619fd|sbb bp,di
6619fe|sbb si,di
6619ff|sbb di,di
661b03|sbb ax,[rbx]
661b0424|sbb ax,[rsp]
661b042500000000|sbb ax,[0x0]
661b06|sbb ax,[rsi]
661b07|sbb ax,[rdi]
661b0b|sbb cx,[rbx]
661b0c24|sbb cx,[rsp]
661b0c2500000000|sbb cx,[0x0]
661b0e|sbb cx,[rsi]
661b0f|sbb cx,[rdi]
661b13|sbb dx,[rbx]
661b1424|sbb dx,[rsp]
661b142500000000|sbb dx,[0x0]
661b16|sbb dx,[rsi]
661b17|sbb dx,[rdi]
661b1b|sbb bx,[rbx]
661b1c24|sbb bx,[rsp]
661b1c2500000000|sbb bx,[0x0]
661b1e|sbb bx,[rsi]
661b1f|sbb bx,[rdi]
661b23|sbb sp,[rbx]
661b2424|sbb sp,[rsp]
661b242500000000|sbb sp,[0x0]
661b26|sbb sp,[rsi]
661b27|sbb sp,[rdi]
661b2b|sbb bp,[rbx]
661b2c24|sbb bp,[rsp]
661b2c2500000000|sbb bp,[0x0]
661b2e|sbb bp,[rsi]
661b2f|sbb bp,[rdi]
661b33|sbb si,[rbx]
661b3424|sbb si,[rsp]
661b342500000000|sbb si,[0x0]
661b36|sbb si,[rsi]
661b37|sbb si,[rdi]
661b3b|sbb di,[rbx]
661b3c24|sbb di,[rsp]
661b3c2500000000|sbb di,[0x0]
661b3e|sbb di,[rsi]
661b3f|sbb di,[rdi]
661b4500|sbb ax,[rbp]
661b4d00|sbb cx,[rbp]
661b5500|sbb dx,[rbp]
661b5d00|sbb bx,[rbp]
661b6500|sbb sp,[rbp]
661b6d00|sbb bp,[rbp]
661b7500|sbb si,[rbp]
661b7d00|sbb di,[rbp]
662103|and [rbx],ax
66210424|and [rsp],ax
6621042500000000|and [0x0],ax
662106|and [rsi],ax
662107|and [rdi],ax
66210b|and [rbx],cx
66210c24|and [rsp],cx
66210c2500000000|and [0x0],cx
66210e|and [rsi],cx
66210f|and [rdi],cx
662113|and [rbx],dx
66211424|and [rsp],dx
6621142500000000|and [0x0],dx
662116|and [rsi],dx
662117|and [rdi],dx
66211b|and [rbx],bx
66211c24|and [rsp],bx
66211c2500000000|and [0x0],bx
66211e|and [rsi],bx
66211f|and [rdi],bx
662123|and [rbx],sp
66212424|and [rsp],sp
6621242500000000|and [0x0],sp
662126|and [rsi],sp
662127|and [rdi],sp
66212b|and [rbx],bp
66212c24|and [rsp],bp
66212c2500000000|and [0x0],bp
66212e|and [rsi],bp
66212f|and [rdi],bp
662133|and [rbx],si
66213424|and [rsp],si
6621342500000000|and [0x0],si
662136|and [rsi],si
662137|and [rdi],si
66213b|and [rbx],di
66213c24|and [rsp],di
66213c2500000000|and [0x0],di
66213e|and [rsi],di
66213f|and [rdi],di
66214500|and [rbp],ax
66214d00|and [rbp],cx
66215500|and [rbp],dx
66215d00|and [rbp],bx
66216500|and [rbp],sp
66216d00|and [rbp],bp
66217500|and [rbp],si
66217d00|and [rbp],di
6621c0|and ax,ax
6621c1|and cx,ax
6621c2|and dx,ax
6621c3|and bx,ax
6621c4|and sp,ax
6621c5|and bp,ax
6621c6|and si,ax
6621c7|and di,ax
6621c8|and ax,cx
6621c9|and cx,cx
6621ca|and dx,cx
6621cb|and bx,cx
6621cc|and sp,cx
6621cd|and bp,cx
6621ce|and si,cx
6621cf|and di,cx
6621d0|and ax,dx
6621d1|and cx,dx
6621d2|and dx,dx
6621d3|and bx,dx
6621d4|and sp,dx
6621d5|and bp,dx
6621d6|and si,dx
6621d7|and di,dx
6621d8|and ax,bx
6621d9|and cx,bx
6621da|and dx,bx
6621db|and bx,bx
6621dc|and sp,bx
6621dd|and bp,bx
6621de|and si,bx
6621df|and di,bx
6621e0|and ax,sp
6621e1|and cx,sp
6621e2|and dx,sp
6621e3|and bx,sp
6621e4|and sp,sp
6621e5|and bp,sp
6621e6|and si,sp
6621e7|and di,sp
6621e8|and ax,bp
6621e9|and cx,bp
6621ea|and dx,bp
6621eb|and bx,bp
6621ec|and sp,bp
6621ed|and bp,bp
6621ee|and si,bp
6621ef|and di,bp
6621f0|and ax,si
6621f1|and cx,si
6621f2|and dx,si
6621f3|and bx,si
6621f4|and sp,si
6621f5|and bp,si
6621f6|and si,si
6621f7|and di,si
6621f8|and ax,di
6621f9|and cx,di
6621fa|and dx,di
6621fb|and bx,di
6621fc|and sp,di
6621fd|and bp,di
6621fe|and si,di
6621ff|and di,di
662303|and ax,[rbx]
66230424|and ax,[rsp]
6623042500000000|and ax,[0x0]
662306|and ax,[rsi]
662307|and ax,[rdi]
66230b|and cx,[rbx]
66230c24|and cx,[rsp]
66230c2500000000|and cx,[0x0]
66230e|and cx,[rsi]
66230f|and cx,[rdi]
662313|and dx,[rbx]
66231424|and dx,[rsp]
6623142500000000|and dx,[0x0]
662316|and dx,[rsi]
662317|and dx,[rdi]
66231b|and bx,[rbx]
66231c24|and bx,[rsp]
66231c2500000000|and bx,[0x0]
66231e|and bx,[rsi]
66231f|and bx,[rdi]
662323|and sp,[rbx]
66232424|and sp,[rsp]
6623242500000000|and sp,[0x0]
662326|and sp,[rsi]
662327|and sp,[rdi]
66232b|and bp,[rbx]
66232c24|and bp,[rsp]
66232c2500000000|and bp,[0x0]
66232e|and bp,[rsi]
66232f|and bp,[rdi]
662333|and si,[rbx]
66233424|and si,[rsp]
6623342500000000|and si,[0x0]
662336|and si,[rsi]
662337|and si,[rdi]
66233b|and di,[rbx]
66233c24|and di,[rsp]
66233c2500000000|and di,[0x0]
66233e|and di,[rsi]
66233f|and di,[rdi]
66234500|and ax,[rbp]
66234d00|and cx,[rbp]
66235500|and dx,[rbp]
66235d00|and bx,[rbp]
66236500|and sp,[rbp]
66236d00|and bp,[rbp]
66237500|and si,[rbp]
66237d00|and di,[rbp]
662903|sub [rbx],ax
662903|sub [rbx],ax
66290424|sub [rsp],ax
66290424|sub [rsp],ax
6629042500000000|sub [0x0],ax
6629042500000000|sub [0x0],ax
662906|sub [rsi],ax
662906|sub [rsi],ax
662907|sub [rdi],ax
662907|sub [rdi],ax
66290b|sub [rbx],cx
66290b|sub [rbx],cx
66290c24|sub [rsp],cx
66290c24|sub [rsp],cx
66290c2500000000|sub [0x0],cx
66290c2500000000|sub [0x0],cx
66290e|sub [rsi],cx
66290e|sub [rsi],cx
66290f|sub [rdi],cx
66290f|sub [rdi],cx
662913|sub [rbx],dx
662913|sub [rbx],dx
66291424|sub [rsp],dx
66291424|sub [rsp],dx
6629142500000000|sub [0x0],dx
6629142500000000|sub [0x0],dx
662916|sub [rsi],dx
662916|sub [rsi],dx
662917|sub [rdi],dx
662917|sub [rdi],dx
66291b|sub [rbx],bx
66291b|sub [rbx],bx
66291c24|sub [rsp],bx
66291c24|sub [rsp],bx
66291c2500000000|sub [0x0],bx
66291c2500000000|sub [0x0],bx
66291e|sub [rsi],bx
66291e|sub [rsi],bx
66291f|sub [rdi],bx
66291f|sub [rdi],bx
662923|sub [rbx],sp
662923|sub [rbx],sp
66292424|sub [rsp],sp
66292424|sub [rsp],sp
6629242500000000|sub [0x0],sp
6629242500000000|sub [0x0],sp
662926|sub [rsi],sp
662926|sub [rsi],sp
662927|sub [rdi],sp
662927|sub [rdi],sp
66292b|sub [rbx],bp
66292b|sub [rbx],bp
66292c24|sub [rsp],bp
66292c24|sub [rsp],bp
66292c2500000000|sub [0x0],bp
66292c2500000000|sub [0x0],bp
66292e|sub [rsi],bp
66292e|sub [rsi],bp
66292f|sub [rdi],bp
66292f|sub [rdi],bp
662933|sub [rbx],si
662933|sub [rbx],si
66293424|sub [rsp],si
66293424|sub [rsp],si
6629342500000000|sub [0x0],si
6629342500000000|sub [0x0],si
662936|sub [rsi],si
662936|sub [rsi],si
662937|sub [rdi],si
662937|sub [rdi],si
66293b|sub [rbx],di
66293b|sub [rbx],di
66293c24|sub [rsp],di
66293c24|sub [rsp],di
66293c2500000000|sub [0x0],di
66293c2500000000|sub [0x0],di
66293e|sub [rsi],di
66293e|sub [rsi],di
66293f|sub [rdi],di
66293f|sub [rdi],di
66294500|sub [rbp],ax
66294500|sub [rbp],ax
66294d00|sub [rbp],cx
66294d00|sub [rbp],cx
66295500|sub [rbp],dx
66295500|sub [rbp],dx
66295d00|sub [rbp],bx
66295d00|sub [rbp],bx
66296500|sub [rbp],sp
66296500|sub [rbp],sp
66296d00|sub [rbp],bp
66296d00|sub [rbp],bp
66297500|sub [rbp],si
66297500|sub [rbp],si
66297d00|sub [rbp],di
66297d00|sub [rbp],di
6629c0|sub ax,ax
6629c0|sub ax,ax
6629c1|sub cx,ax
6629c1|sub cx,ax
6629c2|sub dx,ax
6629c2|sub dx,ax
6629c3|sub bx,ax
6629c3|sub bx,ax
6629c4|sub sp,ax
6629c4|sub sp,ax
6629c5|sub bp,ax
6629c5|sub bp,ax
6629c6|sub si,ax
6629c6|sub si,ax
6629c7|sub di,ax
6629c7|sub di,ax
6629c8|sub ax,cx
6629c8|sub ax,cx
6629c9|sub cx,cx
6629c9|sub cx,cx
6629ca|sub dx,cx
6629ca|sub dx,cx
6629cb|sub bx,cx
6629cb|sub bx,cx
6629cc|sub sp,cx
6629cc|sub sp,cx
6629cd|sub bp,cx
6629cd|sub bp,cx
6629ce|sub si,cx
6629ce|sub si,cx
6629cf|sub di,cx
6629cf|sub di,cx
6629d0|sub ax,dx
6629d0|sub ax,dx
6629d1|sub cx,dx
6629d1|sub cx,dx
6629d2|sub dx,dx
6629d2|sub dx,dx
6629d3|sub bx,dx
6629d3|sub bx,dx
6629d4|sub sp,dx
6629d4|sub sp,dx
6629d5|sub bp,dx
6629d5|sub bp,dx
6629d6|sub si,dx
6629d6|sub si,dx
6629d7|sub di,dx
6629d7|sub di,dx
6629d8|sub ax,bx
6629d8|sub ax,bx
6629d9|sub cx,bx
6629d9|sub cx,bx
6629da|sub dx,bx
6629da|sub dx,bx
6629db|sub bx,bx
6629db|sub bx,bx
6629dc|sub sp,bx
6629dc|sub sp,bx
6629dd|sub bp,bx
6629dd|sub bp,bx
6629de|sub si,bx
6629de|sub si,bx
6629df|sub di,bx
6629df|sub di,bx
6629e0|sub ax,sp
6629e0|sub ax,sp
6629e1|sub cx,sp
6629e1|sub cx,sp
6629e2|sub dx,sp
6629e2|sub dx,sp
6629e3|sub bx,sp
6629e3|sub bx,sp
6629e4|sub sp,sp
6629e4|sub sp,sp
6629e5|sub bp,sp
6629e5|sub bp,sp
6629e6|sub si,sp
6629e6|sub si,sp
6629e7|sub di,sp
6629e7|sub di,sp
6629e8|sub ax,bp
6629e8|sub ax,bp
6629e9|sub cx,bp
6629e9|sub cx,bp
6629ea|sub dx,bp
6629ea|sub dx,bp
6629eb|sub bx,bp
6629eb|sub bx,bp
6629ec|sub sp,bp
6629ec|sub sp,bp
6629ed|sub bp,bp
6629ed|sub bp,bp
6629ee|sub si,bp
6629ee|sub si,bp
6629ef|sub di,bp
6629ef|sub di,bp
6629f0|sub ax,si
6629f0|sub ax,si
6629f1|sub cx,si
6629f1|sub cx,si
6629f2|sub dx,si
6629f2|sub dx,si
6629f3|sub bx,si
6629f3|sub bx,si
6629f4|sub sp,si
6629f4|sub sp,si
6629f5|sub bp,si
6629f5|sub bp,si
6629f6|sub si,si
6629f6|sub si,si
6629f7|sub di,si
6629f7|sub di,si
6629f8|sub ax,di
6629f8|sub ax,di
6629f9|sub cx,di
6629f9|sub cx,di
6629fa|sub dx,di
6629fa|sub dx,di
6629fb|sub bx,di
6629fb|sub bx,di
6629fc|sub sp,di
6629fc|sub sp,di
6629fd|sub bp,di
6629fd|sub bp,di
6629fe|sub si,di
6629fe|sub si,di
6629ff|sub di,di
6629ff|sub di,di
662b03|sub ax,[rbx]
662b03|sub ax,[rbx]
662b0424|sub ax,[rsp]
662b0424|sub ax,[rsp]
662b042500000000|sub ax,[0x0]
662b042500000000|sub ax,[0x0]
662b06|sub ax,[rsi]
662b06|sub ax,[rsi]
662b07|sub ax,[rdi]
662b07|sub ax,[rdi]
662b0b|sub cx,[rbx]
662b0b|sub cx,[rbx]
662b0c24|sub cx,[rsp]
662b0c24|sub cx,[rsp]
662b0c2500000000|sub cx,[0x0]
662b0c2500000000|sub cx,[0x0]
662b0e|sub cx,[rsi]
662b0e|sub cx,[rsi]
662b0f|sub cx,[rdi]
662b0f|sub cx,[rdi]
662b13|sub dx,[rbx]
662b13|sub dx,[rbx]
662b1424|sub dx,[rsp]
662b1424|sub dx,[rsp]
662b142500000000|sub dx,[0x0]
662b142500000000|sub dx,[0x0]
662b16|sub dx,[rsi]
662b16|sub dx,[rsi]
662b17|sub dx,[rdi]
662b17|sub dx,[rdi]
662b1b|sub bx,[rbx]
662b1b|sub bx,[rbx]
662b1c24|sub bx,[rsp]
662b1c24|sub bx,[rsp]
662b1c2500000000|sub bx,[0x0]
662b1c2500000000|sub bx,[0x0]
662b1e|sub bx,[rsi]
662b1e|sub bx,[rsi]
662b1f|sub bx,[rdi]
662b1f|sub bx,[rdi]
662b23|sub sp,[rbx]
662b23|sub sp,[rbx]
662b2424|sub sp,[rsp]
662b2424|sub sp,[rsp]
662b242500000000|sub sp,[0x0]
662b242500000000|sub sp,[0x0]
662b26|sub sp,[rsi]
662b26|sub sp,[rsi]
662b27|sub sp,[rdi]
662b27|sub sp,[rdi]
662b2b|sub bp,[rbx]
662b2b|sub bp,[rbx]
662b2c24|sub bp,[rsp]
662b2c24|sub bp,[rsp]
662b2c2500000000|sub bp,[0x0]
662b2c2500000000|sub bp,[0x0]
662b2e|sub bp,[rsi]
662b2e|sub bp,[rsi]
662b2f|sub bp,[rdi]
662b2f|sub bp,[rdi]
662b33|sub si,[rbx]
662b33|sub si,[rbx]
662b3424|sub si,[rsp]
662b3424|sub si,[rsp]
662b342500000000|sub si,[0x0]
662b342500000000|sub si,[0x0]
662b36|sub si,[rsi]
662b36|sub si,[rsi]
662b37|sub si,[rdi]
662b37|sub si,[rdi]
662b3b|sub di,[rbx]
662b3b|sub di,[rbx]
662b3c24|sub di,[rsp]
662b3c24|sub di,[rsp]
662b3c2500000000|sub di,[0x0]
662b3c2500000000|sub di,[0x0]
662b3e|sub di,[rsi]
662b3e|sub di,[rsi]
662b3f|sub di,[rdi]
662b3f|sub di,[rdi]
662b4500|sub ax,[rbp]
662b4500|sub ax,[rbp]
662b4d00|sub cx,[rbp]
662b4d00|sub cx,[rbp]
662b5500|sub dx,[rbp]
662b5500|sub dx,[rbp]
662b5d00|sub bx,[rbp]
662b5d00|sub bx,[rbp]
662b6500|sub sp,[rbp]
662b6500|sub sp,[rbp]
662b6d00|sub bp,[rbp]
662b6d00|sub bp,[rbp]
662b7500|sub si,[rbp]
662b7500|sub si,[rbp]
662b7d00|sub di,[rbp]
662b7d00|sub di,[rbp]
663103|xor [rbx],ax
663103|xor [rbx],ax
66310424|xor [rsp],ax
66310424|xor [rsp],ax
6631042500000000|xor [0x0],ax
6631042500000000|xor [0x0],ax
663106|xor [rsi],ax
663106|xor [rsi],ax
663107|xor [rdi],ax
663107|xor [rdi],ax
66310b|xor [rbx],cx
66310b|xor [rbx],cx
66310c24|xor [rsp],cx
66310c24|xor [rsp],cx
66310c2500000000|xor [0x0],cx
66310c2500000000|xor [0x0],cx
66310e|xor [rsi],cx
66310e|xor [rsi],cx
66310f|xor [rdi],cx
66310f|xor [rdi],cx
663113|xor [rbx],dx
663113|xor [rbx],dx
66311424|xor [rsp],dx
66311424|xor [rsp],dx
6631142500000000|xor [0x0],dx
6631142500000000|xor [0x0],dx
663116|xor [rsi],dx
663116|xor [rsi],dx
663117|xor [rdi],dx
663117|xor [rdi],dx
66311b|xor [rbx],bx
66311b|xor [rbx],bx
66311c24|xor [rsp],bx
66311c24|xor [rsp],bx
66311c2500000000|xor [0x0],bx
66311c2500000000|xor [0x0],bx
66311e|xor [rsi],bx
66311e|xor [rsi],bx
66311f|xor [rdi],bx
66311f|xor [rdi],bx
663123|xor [rbx],sp
663123|xor [rbx],sp
66312424|xor [rsp],sp
66312424|xor [rsp],sp
6631242500000000|xor [0x0],sp
6631242500000000|xor [0x0],sp
663126|xor [rsi],sp
663126|xor [rsi],sp
663127|xor [rdi],sp
663127|xor [rdi],sp
66312b|xor [rbx],bp
66312b|xor [rbx],bp
66312c24|xor [rsp],bp
66312c24|xor [rsp],bp
66312c2500000000|xor [0x0],bp
66312c2500000000|xor [0x0],bp
66312e|xor [rsi],bp
66312e|xor [rsi],bp
66312f|xor [rdi],bp
66312f|xor [rdi],bp
663133|xor [rbx],si
663133|xor [rbx],si
66313424|xor [rsp],si
66313424|xor [rsp],si
6631342500000000|xor [0x0],si
6631342500000000|xor [0x0],si
663136|xor [rsi],si
663136|xor [rsi],si
663137|xor [rdi],si
663137|xor [rdi],si
66313b|xor [rbx],di
66313b|xor [rbx],di
66313c24|xor [rsp],di
66313c24|xor [rsp],di
66313c2500000000|xor [0x0],di
66313c2500000000|xor [0x0],di
66313e|xor [rsi],di
66313e|xor [rsi],di
66313f|xor [rdi],di
66313f|xor [rdi],di
66314500|xor [rbp],ax
66314500|xor [rbp],ax
66314d00|xor [rbp],cx
66314d00|xor [rbp],cx
66315500|xor [rbp],dx
66315500|xor [rbp],dx
66315d00|xor [rbp],bx
66315d00|xor [rbp],bx
66316500|xor [rbp],sp
66316500|xor [rbp],sp
66316d00|xor [rbp],bp
66316d00|xor [rbp],bp
66317500|xor [rbp],si
66317500|xor [rbp],si
66317d00|xor [rbp],di
66317d00|xor [rbp],di
6631c0|xor ax,ax
6631c0|xor ax,ax
6631c1|xor cx,ax
6631c1|xor cx,ax
6631c2|xor dx,ax
6631c2|xor dx,ax
6631c3|xor bx,ax
6631c3|xor bx,ax
6631c4|xor sp,ax
6631c4|xor sp,ax
6631c5|xor bp,ax
6631c5|xor bp,ax
6631c6|xor si,ax
6631c6|xor si,ax
6631c7|xor di,ax
6631c7|xor di,ax
6631c8|xor ax,cx
6631c8|xor ax,cx
6631c9|xor cx,cx
6631c9|xor cx,cx
6631ca|xor dx,cx
6631ca|xor dx,cx
6631cb|xor bx,cx
6631cb|xor bx,cx
6631cc|xor sp,cx
6631cc|xor sp,cx
6631cd|xor bp,cx
6631cd|xor bp,cx
6631ce|xor si,cx
6631ce|xor si,cx
6631cf|xor di,cx
6631cf|xor di,cx
6631d0|xor ax,dx
6631d0|xor ax,dx
6631d1|xor cx,dx
6631d1|xor cx,dx
6631d2|xor dx,dx
6631d2|xor dx,dx
6631d3|xor bx,dx
6631d3|xor bx,dx
6631d4|xor sp,dx
6631d4|xor sp,dx
6631d5|xor bp,dx
6631d5|xor bp,dx
6631d6|xor si,dx
6631d6|xor si,dx
6631d7|xor di,dx
6631d7|xor di,dx
6631d8|xor ax,bx
6631d8|xor ax,bx
6631d9|xor cx,bx
6631d9|xor cx,bx
6631da|xor dx,bx
6631da|xor dx,bx
6631db|xor bx,bx
6631db|xor bx,bx
6631dc|xor sp,bx
6631dc|xor sp,bx
6631dd|xor bp,bx
6631dd|xor bp,bx
6631de|xor si,bx
6631de|xor si,bx
6631df|xor di,bx
6631df|xor di,bx
6631e0|xor ax,sp
6631e0|xor ax,sp
6631e1|xor cx,sp
6631e1|xor cx,sp
6631e2|xor dx,sp
6631e2|xor dx,sp
6631e3|xor bx,sp
6631e3|xor bx,sp
6631e4|xor sp,sp
6631e4|xor sp,sp
6631e5|xor bp,sp
6631e5|xor bp,sp
6631e6|xor si,sp
6631e6|xor si,sp
6631e7|xor di,sp
6631e7|xor di,sp
6631e8|xor ax,bp
6631e8|xor ax,bp
6631e9|xor cx,bp
6631e9|xor cx,bp
6631ea|xor dx,bp
6631ea|xor dx,bp
6631eb|xor bx,bp
6631eb|xor bx,bp
6631ec|xor sp,bp
6631ec|xor sp,bp
6631ed|xor bp,bp
6631ed|xor bp,bp
6631ee|xor si,bp
6631ee|xor si,bp
6631ef|xor di,bp
6631ef|xor di,bp
6631f0|xor ax,si
6631f0|xor ax,si
6631f1|xor cx,si
6631f1|xor cx,si
6631f2|xor dx,si
6631f2|xor dx,si
6631f3|xor bx,si
6631f3|xor bx,si
6631f4|xor sp,si
6631f4|xor sp,si
6631f5|xor bp,si
6631f5|xor bp,si
6631f6|xor si,si
6631f6|xor si,si
6631f7|xor di,si
6631f7|xor di,si
6631f8|xor ax,di
6631f8|xor ax,di
6631f9|xor cx,di
6631f9|xor cx,di
6631fa|xor dx,di
6631fa|xor dx,di
6631fb|xor bx,di
6631fb|xor bx,di
6631fc|xor sp,di
6631fc|xor sp,di
6631fd|xor bp,di
6631fd|xor bp,di
6631fe|xor si,di
6631fe|xor si,di
6631ff|xor di,di
6631ff|xor di,di
663303|xor ax,[rbx]
663303|xor ax,[rbx]
66330424|xor ax,[rsp]
66330424|xor ax,[rsp]
6633042500000000|xor ax,[0x0]
6633042500000000|xor ax,[0x0]
663306|xor ax,[rsi]
663306|xor ax,[rsi]
663307|xor ax,[rdi]
663307|xor ax,[rdi]
66330b|xor cx,[rbx]
66330b|xor cx,[rbx]
66330c24|xor cx,[rsp]
66330c24|xor cx,[rsp]
66330c2500000000|xor cx,[0x0]
66330c2500000000|xor cx,[0x0]
66330e|xor cx,[rsi]
66330e|xor cx,[rsi]
66330f|xor cx,[rdi]
66330f|xor cx,[rdi]
663313|xor dx,[rbx]
663313|xor dx,[rbx]
66331424|xor dx,[rsp]
66331424|xor dx,[rsp]
6633142500000000|xor dx,[0x0]
6633142500000000|xor dx,[0x0]
663316|xor dx,[rsi]
663316|xor dx,[rsi]
663317|xor dx,[rdi]
663317|xor dx,[rdi]
66331b|xor bx,[rbx]
66331b|xor bx,[rbx]
66331c24|xor bx,[rsp]
66331c24|xor bx,[rsp]
66331c2500000000|xor bx,[0x0]
66331c2500000000|xor bx,[0x0]
66331e|xor bx,[rsi]
66331e|xor bx,[rsi]
66331f|xor bx,[rdi]
66331f|xor bx,[rdi]
663323|xor sp,[rbx]
663323|xor sp,[rbx]
66332424|xor sp,[rsp]
66332424|xor sp,[rsp]
6633242500000000|xor sp,[0x0]
6633242500000000|xor sp,[0x0]
663326|xor sp,[rsi]
663326|xor sp,[rsi]
663327|xor sp,[rdi]
663327|xor sp,[rdi]
66332b|xor bp,[rbx]
66332b|xor bp,[rbx]
66332c24|xor bp,[rsp]
66332c24|xor bp,[rsp]
66332c2500000000|xor bp,[0x0]
66332c2500000000|xor bp,[0x0]
66332e|xor bp,[rsi]
66332e|xor bp,[rsi]
66332f|xor bp,[rdi]
66332f|xor bp,[rdi]
663333|xor si,[rbx]
663333|xor si,[rbx]
66333424|xor si,[rsp]
66333424|xor si,[rsp]
6633342500000000|xor si,[0x0]
6633342500000000|xor si,[0x0]
663336|xor si,[rsi]
663336|xor si,[rsi]
663337|xor si,[rdi]
663337|xor si,[rdi]
66333b|xor di,[rbx]
66333b|xor di,[rbx]
66333c24|xor di,[rsp]
66333c24|xor di,[rsp]
66333c2500000000|xor di,[0x0]
66333c2500000000|xor di,[0x0]
66333e|xor di,[rsi]
66333e|xor di,[rsi]
66333f|xor di,[rdi]
66333f|xor di,[rdi]
66334500|xor ax,[rbp]
66334500|xor ax,[rbp]
66334d00|xor cx,[rbp]
66334d00|xor cx,[rbp]
66335500|xor dx,[rbp]
66335500|xor dx,[rbp]
66335d00|xor bx,[rbp]
66335d00|xor bx,[rbp]
66336500|xor sp,[rbp]
66336500|xor sp,[rbp]
66336d00|xor bp,[rbp]
66336d00|xor bp,[rbp]
66337500|xor si,[rbp]
66337500|xor si,[rbp]
66337d00|xor di,[rbp]
66337d00|xor di,[rbp]
663903|cmp [rbx],ax
66390424|cmp [rsp],ax
6639042500000000|cmp [0x0],ax
663906|cmp [rsi],ax
663907|cmp [rdi],ax
66390b|cmp [rbx],cx
66390c24|cmp [rsp],cx
66390c2500000000|cmp [0x0],cx
66390e|cmp [rsi],cx
66390f|cmp [rdi],cx
663913|cmp [rbx],dx
66391424|cmp [rsp],dx
6639142500000000|cmp [0x0],dx
663916|cmp [rsi],dx
663917|cmp [rdi],dx
66391b|cmp [rbx],bx
66391c24|cmp [rsp],bx
66391c2500000000|cmp [0x0],bx
66391e|cmp [rsi],bx
66391f|cmp [rdi],bx
663923|cmp [rbx],sp
66392424|cmp [rsp],sp
6639242500000000|cmp [0x0],sp
